filling,word,length_letters,exp_a,exp_b,h_pmns_mod5,tr_re,tr_im,tr2_re,tr2_im,complex_length_re,twist_rad,twist_deg,abs_tr
m003(cusp),AAbbb,5,-2,3,,9.5000000000000000000000000000000000,-0.86602540378443864676372317075293618,89.500000000000000000000000000000000,-16.454482671904334288510740244305787,4.4888974152044088173100146266068127,-0.18592624766566077541597341347628359,-33.466724579818939574875214425731047/pi,9.5393920141694564915262158602322654
m003(cusp),ABABB,5,-2,-3,,-2.0000000000000000000000000000000000,-9.8181869305954531061915439099725513e-90,4.0000000000000000000000000000000000,3.9272747722381812424766175639890205e-89,0.00000000000000000000000000000000000,1.0033115225336663936994793398898645e-19,(1.8059607405605995086590628118017561e-17)/pi,2.0000000000000000000000000000000000
m003(cusp),ABAbb,5,-2,1,,5.5000000000000000000000000000000000,6.0621778264910705273460621952705533,-6.5000000000000000000000000000000000,66.683956091401775800806684147976086,4.2082371524954599544680321305698086,1.6975240926926330954831609310446822,305.55433668467395718696896758804280/pi,8.1853527718724499699537037247339295
m003(cusp),ABBAb,5,-2,-1,,3.5000000000000000000000000000000000,4.3301270189221932338186158537646809,-6.5000000000000000000000000000000000,30.310889132455352636730310976352766,3.4502185106482441287427711779000954,1.8436778629626737666940269839080660,331.86201533328127800492485710345188/pi,5.5677643628300219221194712989185495
m003(cusp),ABBBB,5,-1,-4,,-2.0000000000000000000000000000000000,-1.1781824316714543727429852691967062e-89,4.0000000000000000000000000000000000,4.7127297266858174909719410767868246e-89,0.00000000000000000000000000000000000,1.0033115225336663936994793398898645e-19,(1.8059607405605995086590628118017561e-17)/pi,2.0000000000000000000000000000000000
m003(cusp),ABBaB,5,0,-3,,1.5000000000000000000000000000000000,0.86602540378443864676372317075293618,1.5000000000000000000000000000000000,2.5980762113533159402911695122588085,1.0870701449957390997852728012384674,1.7227684498700903249041423711299303,310.09832097661625848274562680338746/pi,1.7320508075688772935274463415058724
m003(cusp),ABBab,5,0,-1,,-4.5000000000000000000000000000000000,-4.3301270189221932338186158537646809,1.5000000000000000000000000000000000,38.971143170299739104367542683882128,3.6635612141564601117998023290337960,1.5836087722211916285045038716229847,285.04957899981449313081069689213725/pi,6.2449979983983982058468931209397945
m003(cusp),ABaBB,5,0,-3,,1.5000000000000000000000000000000000,0.86602540378443864676372317075293618,1.5000000000000000000000000000000000,2.5980762113533159402911695122588085,1.0870701449957390997852728012384674,1.7227684498700903249041423711299303,310.09832097661625848274562680338746/pi,1.7320508075688772935274463415058724
m003(cusp),ABabb,5,0,1,,-4.5000000000000000000000000000000000,-4.3301270189221932338186158537646809,1.5000000000000000000000000000000000,38.971143170299739104367542683882128,3.6635612141564601117998023290337960,1.5836087722211916285045038716229847,285.04957899981449313081069689213725/pi,6.2449979983983982058468931209397945
m003(cusp),AbAbb,5,-2,3,,3.5000000000000000000000000000000000,-4.3301270189221932338186158537646809,-6.5000000000000000000000000000000000,-30.310889132455352636730310976352766,3.4502185106482441287427711779000954,-1.8436778629626737666940269839080660,-331.86201533328127800492485710345188/pi,5.5677643628300219221194712989185495
m003(cusp),Abbbb,5,-1,4,,8.5000000000000000000000000000000000,6.0621778264910705273460621952705533,35.500000000000000000000000000000000,103.05702305034819896488305731959941,4.6855751759233277935580591510062974,1.2565577291353504339642905275856894,226.18039124436307811357229496542409/pi,10.440306508910550179757754022548048
m003(cusp),AAAAAB,6,-5,-1,,-6.5000000000000000000000000000000000,-4.3301270189221932338186158537646809,23.500000000000000000000000000000000,56.291651245988512039642006098940852,4.0988369572192086005030152617956415,1.2061391958253727047111017695586172,217.10505524856708684799831852055110/pi,7.8102496759066543941297227357591014
m003(cusp),AAAAAb,6,-5,1,,-8.5000000000000000000000000000000000,6.0621778264910705273460621952705533,35.500000000000000000000000000000000,-103.05702305034819896488305731959941,4.6855751759233277935580591510062974,-1.2565577291353504339642905275856894,-226.18039124436307811357229496542409/pi,10.440306508910550179757754022548048
m003(cusp),AAAABB,6,-4,-2,,-0.50000000000000000000000000000000000,-4.3301270189221932338186158537646809,-18.500000000000000000000000000000000,4.3301270189221932338186158537646809,3.0401611341503847119585511171692954,2.9324998133192291683132689848757673,527.84996639746125029638841727763811/pi,4.3588989435406735522369819838596157
m003(cusp),AAAAbb,6,-4,2,,-12.500000000000000000000000000000000,-2.5980762113533159402911695122588085,149.50000000000000000000000000000000,64.951905283832898507279237806470214,5.0824189151703010481663137824439684,0.41483006011283391004556000599793901,74.669410820310103808200801079629022/pi,12.767145334803704661710952009780892
m003(cusp),AAABAB,6,-4,-2,,5.5000000000000000000000000000000000,-0.86602540378443864676372317075293618,29.500000000000000000000000000000000,-9.5262794416288251144009548782822980,3.3699222151319900844404990510937759,-0.33420553977993623077315924848224769,-60.156997160388521539168664726804583/pi,5.5677643628300219221194712989185495
m003(cusp),AAABAb,6,-4,0,,-2.5000000000000000000000000000000000,-7.7942286340599478208735085367764256,-54.500000000000000000000000000000000,38.971143170299739104367542683882128,4.2287523850183163975799897819978677,2.5375773747088597034125709243236818,456.76392744759474661426276637826272/pi,8.1853527718724499699537037247339295
m003(cusp),AAABBB,6,-3,-3,,1.5000000000000000000000000000000000,-4.3301270189221932338186158537646809,-16.500000000000000000000000000000000,-12.990381056766579701455847561294043,3.1175247937010961275322942381240860,-2.5275589002146271993025924245497472,-454.96060203863289587446663641895449/pi,4.5825756949558400065880471937280085
m003(cusp),AAABaB,6,-2,-2,,-6.5000000000000000000000000000000000,-0.86602540378443864676372317075293618,41.500000000000000000000000000000000,11.258330249197702407928401219788170,3.7148496124001782455950552952492639,0.27797158492796284391586718872954873,50.034885287033311904856093971318771/pi,6.5574385243020006523441099976360016
m003(cusp),AAABab,6,-2,0,,3.5000000000000000000000000000000000,4.3301270189221932338186158537646809,-6.5000000000000000000000000000000000,30.310889132455352636730310976352766,3.4502185106482441287427711779000954,1.8436778629626737666940269839080660,331.86201533328127800492485710345188/pi,5.5677643628300219221194712989185495
m003(cusp),AAAbAB,6,-4,0,,-2.5000000000000000000000000000000000,-7.7942286340599478208735085367764256,-54.500000000000000000000000000000000,38.971143170299739104367542683882128,4.2287523850183163975799897819978677,2.5375773747088597034125709243236818,456.76392744759474661426276637826272/pi,8.1853527718724499699537037247339295
m003(cusp),AAAbAb,6,-4,2,,-6.5000000000000000000000000000000000,0.86602540378443864676372317075293618,41.500000000000000000000000000000000,-11.258330249197702407928401219788170,3.7148496124001782455950552952492639,-0.27797158492796284391586718872954873,-50.034885287033311904856093971318771/pi,6.5574385243020006523441099976360016
m003(cusp),AAAbaB,6,-2,0,,3.5000000000000000000000000000000000,4.3301270189221932338186158537646809,-6.5000000000000000000000000000000000,30.310889132455352636730310976352766,3.4502185106482441287427711779000954,1.8436778629626737666940269839080660,331.86201533328127800492485710345188/pi,5.5677643628300219221194712989185495
